AddressL1,City,State,Outcode,Incode,Lat,Long
514 Fieldstone Street,Paris,ON,N3L,J7V,43.1834,-80.3749
27 School St,St. Mary's,ON,N4X,L1E,43.261,-81.1516
38 Goldfield Street,Innisfil,ON,L9S,A1B,44.2871,-79.6703
1 Mayflower Dr,New Glasgow,NS,B2H,E7L,45.5937,-62.6585
55 Carson Dr,Fort St. John,BC,V1J,T5E,56.2306,-120.8277
401 Wrangler Ave,Barrhead,AB,T7N,H0N,54.1136,-114.3932
404 North Ridgewood Drive,St. Adolphe,MB,R5A,J0M,49.7082,-96.9867
219 Foxrun Ave,Blackville,NB,E9B,K6T,46.7772,-65.8638
968 Cobblestone Street,Selkirk,MB,R1A,R9H,50.1483,-96.8756
9768 Sycamore Road,Portage la Prairie,MB,R1N,N2V,49.9694,-98.3131
721 South Devon Drive,Swift Current,SK,S9H,K1A,50.2875,-107.8113
699 Bellevue Street,Apohaqui,NB,E5P,K4J,45.8489,-65.788
7 Nichols St,Penetanguishene,ON,L9M,R6J,44.7672,-79.9385
7696 Gates St,Port Alberni,BC,V9Y,A1S,49.2197,-124.8101
56 Pilgrim Drive,Degelis,QC,G5T,B3X,47.5521,-68.6441
54 W Rock Maple St,Stephenville,LB,A2N,G8L,48.5656,-58.6
9174 Clinton Dr,Deer Island,NB,E5V,P4H,45.0481,-66.9556
9741 Riverside St,Norton,NB,E5T,E6L,45.6769,-65.884
643 Forest Lane,Ladysmith,BC,V9G,J6P,50.089,-125.3444
8390 Joy Ridge St,Nackawic,NB,E6G,G3G,45.9942,-67.2397
9975 East Grand Lane,Camrose,AB,T4V,P4X,53.0204,-112.8129
9795 Poplar Street,Hébertville,QC,G8N,R5J,48.3942,-71.6775
2 Brickell Ave,Taber,AB,T1G,K6V,49.7773,-112.158
9346 Bay Meadows Rd,Amqui,QC,G5J,Y5T,48.4584,-67.4333
49 West Big Rock Cove Road,Strathroy,ON,N7G,Y5H,42.9625,-81.6081
76 Prince St,Coverdale,NB,E1J,J5G,45.9829,-64.8634
359 Blue Spring Road,Sioux Lookout,ON,P8T,Y2T,50.0885,-91.9086
8548 N Saxton Road,Trail,BC,V1R,H1R,49.1135,-117.716
64 1st St,Grand Falls,LB,A2A,G4V,48.9249,-55.6493
822 Logan Ave,Dorchester,NB,E4K,C1T,46.0477,-64.6202
7706 New Saddle Dr,Beaconsfield,QC,H9W,X9H,45.4407,-73.8727
79 Corona St,Castlegar,BC,V1N,H4A,49.3298,-117.6607
620 Rose Road,Bridgewater,NS,B4V,L5J,44.3683,-64.506
7872 Longfellow Drive,Valleyfield,QC,J7X,P6J,45.2616,-74.2078
7713 Amherst St,Minto,NB,E4B,R1L,45.9393,-66.09
84 Iroquois Street,Innisfail,AB,T4G,A7V,52.029,-113.9474
77 West Wakehurst Dr,Qualicum Beach,BC,V9K,C3L,49.3506,-124.409
9107 Lantern St,Cold Lake,AB,T9M,Y2V,54.4127,-110.2162
8 South Alton St,Taber,AB,T1G,H6S,49.7773,-112.158
520 San Pablo Drive,Ville Émard,QC,H4E,E1E,45.468,-73.5863
801 Virginia Avenue,Plaster Rock,NB,E7G,T8J,46.9097,-67.3971
9527 Old Old York Ave,Alder Point,NS,B1Y,H3L,46.1811,-60.5067
9030 Hudson Dr,Esquimalt,BC,V9A,G2P,48.449,-123.3842
7993 Annadale St,Port Colborne,ON,L3K,B0K,42.8754,-79.237
75 Devonshire St,Degelis,QC,G5T,G6V,47.5521,-68.6441
736 Prospect St,Dundas,ON,L9H,M7A,43.2638,-79.9505
973 N Valley View St,Bridgewater,NS,B4V,A2H,44.3683,-64.506
2 Summit Street,Matane,QC,G4W,A6P,48.8526,-67.518
834 Middle River Street,Williams Lake,BC,V2G,X0Y,52.1276,-122.1271
509 Buckingham Lane,Lacombe,AB,T4L,H0R,52.36,-114.3736
27 Griffin Ave,Dominion,NS,B1G,K5G,46.2063,-60.0255
336 Shirley Street,Nackawic,NB,E6G,L1J,45.9942,-67.2397
394 S Wilson Ave,Innisfil,ON,L9S,M6B,44.2871,-79.6703
255 Lees Creek St,Red Bank,NB,E9E,B0J,46.9795,-65.6715
205 Pacific Ave,Renfrew,ON,K7V,S1R,45.4779,-76.6731
9072 Nut Swamp Avenue,Castlegar,BC,V1N,C4X,49.3298,-117.6607
34 Hudson St,Chambly,QC,J3L,A6X,45.4694,-73.289
7461 North Main Circle,Kirkland,QC,H9J,A6V,45.469,-73.8862
89 Riverview Ave,Kingsville,ON,N9Y,L9K,42.0377,-82.7394
8481 Golf Ave,Yarmouth,NS,B5A,L4N,43.8245,-66.1207
8535 Pine Ave,Flin Flon,MB,R8A,K2G,54.76,-101.8704
364 Cambridge St,Sturgeon Falls,ON,P2B,H9B,46.3664,-79.9178
79 Saxon Ave,Ingersoll,ON,N5C,P5J,43.027,-80.8706
7458 Old Manor Dr,Peace River,AB,T8S,S1S,56.2539,-117.2849
9196 Overlook Court,Charny,QC,G6X,T5N,46.7228,-71.2788
4 Golden Star  Road,Yellowknife,NT,X1A,B2R,62.4725,-114.3417
62 Overlook St,Duncan,BC,V9L,M1L,48.7768,-123.7077
602 Miles Ave,Merritt,BC,V1K,N2M,50.1076,-120.7755
29 State Street,Port Alberni,BC,V9Y,X7V,49.2197,-124.8101
844 Shirley Drive,Nackawic,NB,E6G,S4S,45.9942,-67.2397
9929 Edgefield Circle,Perth,ON,K7H,N3V,44.902,-76.2457
443 Summer Street,Bouctouche,NB,E4S,E2M,46.4171,-64.9241
8552 Taylor Rd,Amqui,QC,G5J,R1X,48.4584,-67.4333
792 Princeton Ave,Metchosin,BC,V9C,P5A,48.4544,-123.458
820 Linda Ave,Canterbury,NB,E6H,V3P,45.7207,-67.6516
94 Lake Forest Street,La Tuque,QC,G9X,T1S,47.4583,-72.7729
9789 Prairie Street,Debec,NB,E7N,P7Y,46.0089,-67.7236
73 Helen Lane,St. George,NB,E5C,A3H,45.2441,-66.9929
9778 Whitemarsh Rd,Dunnville,ON,N1A,N5G,42.9132,-79.6101
469 West Tower Drive,Lavaltrie,QC,J5T,X6M,45.905,-73.2594
209 2nd St,Durham Bridge,NB,E6C,E9E,45.9523,-66.6717
17 Hillcrest Rd,Magog,QC,J1X,A5H,45.282,-72.139
100 George St,Tecumseh Outskirts,ON,N8N,J8A,42.3326,-82.8926
7284 Grand St,Asbestos,QC,J1T,P3E,45.7808,-71.9348
54 San Juan Ave,Camrose,AB,T4V,S9A,53.0204,-112.8129
91 Birchwood Street,Wasaga Beach,ON,L9Z,A9E,44.5208,-80.0162
3 North Baker St,Louiseville,QC,J5V,P2P,46.2675,-72.9382
609 Devonshire St,Smiths Falls,ON,K7A,C7E,44.8995,-76.021
7516 Philmont St,Shediac,NB,E4P,L6S,46.2165,-64.5128
64 Lincoln Dr,Salisbury,NB,E4J,T2M,45.9787,-64.9898
400 Wentworth Avenue,Degelis,QC,G5T,J8G,47.5521,-68.6441
488 Second Rd,Dorval Outskirts,QC,H9P,L3L,45.4617,-73.7305
628 Lancaster Street,Brantville,NB,E9H,K7G,47.3272,-65.011
9168 N Riverview Drive,Prince Rupert,BC,V8J,X9R,54.3146,-130.3413
9547 Cooper Drive,Devon,AB,T9G,B1B,53.3632,-113.7286
58 Pulaski St,Kingston,NB,E5S,R2A,45.3571,-66.0858
251 Oakland Street,Valleyfield,QC,J7X,R9K,45.2616,-74.2078
9313 George Avenue,Lloydminster,SK,T9V,P6N,53.2786,-110.0233
31 Arrowhead St,Comox,BC,V9M,E7X,49.6728,-124.947
42 S Miles Court,Cold Lake,AB,T9M,N0X,54.4127,-110.2162
8196 S Queen Street,Place Desjardins,QC,H5B,E6C,45.5066,-73.5623
1 Ryan St,Paris,ON,N3L,H6R,43.1834,-80.3749
3 Shady Ave,Fort Erie,ON,L2A,T4E,42.8845,-78.9398
88 Union Road,Inkerman,NB,E8P,M1L,47.6656,-64.9543
780 Essex St,Drayton Valley,AB,T7A,A7S,53.2165,-114.9893
91 North Heritage St,Roberval,QC,G8H,C8H,48.5044,-72.2165
9151 Brookside Road,Deer Island,NB,E5V,R8P,45.0481,-66.9556
75 Constitution Street,Nackawic,NB,E6G,L0M,45.9942,-67.2397
110 Pulaski Road,Terrace,BC,V8G,G2G,54.5058,-128.5823
987 Fordham Drive,Ste. Anne,MB,R5H,T9T,49.6667,-96.648
9446 Glenwood Avenue,Uxbridge,ON,L9P,P5B,44.1065,-79.1427
8 Theatre St,Kingsclear,NB,E3E,T5X,45.8134,-66.932
193 W Courtland Court,Dundas,ON,L9H,S1T,43.2638,-79.9505
8586 N Glenwood Drive,Dauphin,MB,R7N,J2M,51.1465,-100.0421
4 River Dr,Nelson,BC,V1L,T1B,49.4832,-117.3031
8654 San Pablo Dr,Morden,MB,R6M,C9G,49.1861,-98.1204
960 Madison Ave,New Glasgow,NS,B2H,E8E,45.5937,-62.6585
29 Canal Circle,Fergus,ON,N1M,Y7K,43.7157,-80.387
129 Marshall Ave,Olds,AB,T4H,V1S,51.7956,-114.0944
85 Orchard Road,Maniwaki,QC,J9E,T5X,46.3741,-75.9823
427 Ivy St,Minto,NB,E4B,H5A,45.9393,-66.09
9218 Roberts Ave,Hébertville,QC,G8N,B7M,48.3942,-71.6775
9342 West Ann Street,Shippagan,NB,E8S,J8J,47.7456,-64.7143
402 West Arlington Ave,Centreville,NB,E7K,G2B,46.4328,-67.7105
27 W Bald Hill St,Florenceville,NB,E7L,K3S,46.4418,-67.63
662 Pumpkin Hill St,Hampton,NB,E5N,E4Y,45.5263,-65.8155
9 Lincoln Rd,Terrace,BC,V8G,L6V,54.5058,-128.5823
7294 South Arch Avenue,Thompson,MB,R8N,E4M,55.7428,-97.8779
7980 N Southampton Street,Ponoka,AB,T4J,R3Y,52.6649,-113.5823
22 Pennsylvania Street,Strathroy,ON,N7G,E1N,42.9625,-81.6081
7676 Purple Finch Lane,Cartier,MB,R4K,C1K,49.8298,-97.7549
7852 Essex Dr,Nicolet,QC,J3T,G5C,46.2326,-72.5995
57 Richardson Ave,Beauharnois,QC,J6N,K5K,45.3577,-73.7851
8 Wayne Ave,Bridgewater,NS,B4V,G0Y,44.3683,-64.506
7576 East Walnut St,Holland Landing,ON,L9N,H9G,44.1315,-79.4823
335 Oxford Street,Debec,NB,E7N,S5K,46.0089,-67.7236
8278 Trusel Drive,Petitcodiac,NB,E4Z,T5R,45.751,-65.048
7 Pine Street,Kingston,ON,E5S,C9S,45.3571,-66.0858
68 Lincoln Ave,Place Desjardins,QC,H5B,K0S,45.5066,-73.5623
45 Glenlake Street,Plaster Rock,NB,E7G,C9G,46.9097,-67.3971
712 Rockcrest Street,Beaumont,AB,T4X,H3Y,53.3571,-113.4129
256 Hall Ave,Truro,NS,B2N,P1A,45.3486,-63.3029
15 Baker Drive,The Pas,MB,R9A,B2B,53.8228,-101.2356
662 Thorne St,Huntsville,ON,P1H,M9N,45.3272,-79.2151
9385 NW Addison St,Varennes,QC,J3X,Y6B,45.6911,-73.4312
576 North Bridle Dr,Taber,AB,T1G,K7X,49.7773,-112.158
9162 Crescent St,Grand Manan Island,NB,E5G,S8R,44.6586,-66.8625
46 Rock Maple Lane,Debec,NB,E7N,S5P,46.0089,-67.7236
8 Squaw Creek Dr,Portage la Prairie,MB,R1N,C2H,49.9694,-98.3131
2 Purple Finch St,Metchosin,BC,V9C,R7X,48.4544,-123.458
483 Elm Street,Elmira,ON,N3B,C9L,43.5852,-80.5662
214 Courtland Street,Taber,AB,T1G,S1A,49.7773,-112.158
9046 Cedar Swamp Dr,Morinville,AB,T8R,M8B,53.7903,-113.646
7430 North Central Dr,Red Deer County,AB,T4E,T6L,52.2911,-113.7027
7456 Campfire Ave,Goulds,LB,A1S,Y8G,47.462,-52.7895
287 Rockledge Road,Caledonia,ON,N3W,G6E,43.0776,-79.9639
8602 St Margarets St,Deer Lake,LB,A8A,V7C,49.1778,-57.413
8597 Coffee St,Chibougamau,QC,G8P,Y3N,49.9214,-74.3601
1 W 2nd Street,Winfield,BC,V4V,S6N,50.0734,-119.4444
74 Selby St,Georgetown,ON,L7G,K9S,43.644,-79.8787
8846 Rockland Dr,Place Bonaventure,QC,H5A,N7G,45.503,-73.5679
157 Highland Road,Conception Bay,LB,A1X,L9N,47.5238,-52.9595
819 Heather Ave,Hampton,NB,E5N,G5L,45.5263,-65.8155
79 Madison Dr,Belledune,NB,E8G,R5N,47.8741,-65.9102
7076 NE Silver Spear Street,Conception Bay,LB,A1X,V0T,47.5238,-52.9595
890 Carson St,Port Stanley,ON,N5L,V6Y,42.6652,-81.2018
8497 Marsh Street,Chestermere,AB,T1X,H6G,51.0512,-113.8155
8776 Cherry Lane,Labrador City,LB,A2V,Y2T,52.9348,-66.9145
331 Harvey St,Richibucto,NB,E4W,A0E,46.6493,-64.8842
49 La Sierra Court,Lacombe,AB,T4L,E2P,52.36,-114.3736
53 Logan Lane,Caraquet,NB,E1W,K4S,47.7624,-65.0324
786 Amherst Lane,Plaster Rock,NB,E7G,K3R,46.9097,-67.3971
81 East Brickell Dr,Nelson,BC,V1L,P8G,49.4832,-117.3031
9011 North Bellevue Lane,Kentville,NS,B4N,S7S,45.0899,-64.4963
69 South Oakwood Rd,The Pas,MB,R9A,P5K,53.8228,-101.2356
7632 Lawrence Ave,Fort Erie,ON,L2A,J2M,42.8845,-78.9398
8666 Essex Ave,Squamish,BC,V8B,H0G,49.7497,-123.136
9954 Sycamore Drive,Thompson,MB,R8N,P1N,55.7428,-97.8779
531 Kingston St,Fourchu,NS,B2J,Y3K,45.3747,-63.2951
9 Vermont St,Belledune,NB,E8G,G8N,47.8741,-65.9102
868 NE 8th Rd,Lepreau,NB,E5J,R8N,45.2116,-66.3491
568 Smoky Hollow St,L'Épiphanie,QC,J5X,C4L,45.8508,-73.4824
49 Hilltop Dr,Meaford,ON,N4L,G1V,44.6079,-80.5922
7268 Cactus Lane,Canterbury,NB,E6H,A5P,45.7207,-67.6516
259 S Gulf Drive,Big Bras d'Or,NS,B1X,H0B,46.2667,-60.4333
322 Gainsway Dr,Bonnyville,AB,T9N,R1X,54.2678,-110.7324
8078 Glen Eagles St,L'Épiphanie,QC,J5X,S9N,45.8508,-73.4824
119 Grandrose Road,Baden,ON,N3A,N3C,43.4161,-80.688
7373 Gates Ave,King City,ON,L7B,E3M,43.9327,-79.5104
403 Delaware Ave,New Glasgow,NS,B2H,L7P,45.5937,-62.6585
9714 Old Oak Valley St,Trenton,ON,K8V,G5R,44.1106,-77.5569
9720 Amherst Drive,Dorchester,NB,E4K,M7H,46.0477,-64.6202
4 Randall Mill Rd,Devon,AB,T9G,N6B,53.3632,-113.7286
57 Euclid St,Richibucto,NB,E4W,V9Y,46.6493,-64.8842
26 Brickell St,Listowel,ON,N4W,B2J,43.7315,-80.9533
48 Shady Rd,Canmore,AB,T1W,V8Y,51.0868,-115.3384
737 Deerfield Street,Harvey,NB,E6K,L3V,45.6975,-66.9557
420 Prospect Street,Lamèque,NB,E8T,C1C,47.792,-64.652
9057 East Ridge Ave,Shediac,NB,E4P,B5T,46.2165,-64.5128
9759 Winchester St,Whitecourt,AB,T7S,E9C,54.1407,-115.6873
7270 Gulf Ave,Smiths Falls,ON,K7A,Y4G,44.8995,-76.021
8031 River Road,Asbestos,QC,J1T,M0E,45.7808,-71.9348
7186 North Creekside Drive,Hillsborough,NB,E4H,H6A,45.9078,-64.8245
6 Grand Court,Baker Brook,NB,E7A,E1N,47.2542,-68.7211
357 E Catherine Road,Leduc,AB,T9E,H4G,53.2524,-113.5388
9205 Thomas Dr,Salmon Arm,BC,V1E,M8M,50.6947,-119.2915
29 S Columbia St,Kimberley,BC,V1A,B1Y,49.6626,-115.9667
9541 Lakewood St,Smiths Creek,NB,E4G,X8M,45.9078,-65.5334
9451 Harvard St,Nicolet,QC,J3T,B4S,46.2326,-72.5995
72 Applegate Ave,Boiestown,NB,E6A,N2G,46.2767,-66.7384
8717 Mammoth Drive,Bayfield,NB,E4M,S4Y,46.0957,-63.9068
7767 W Myrtle Ave,Bromont,QC,J2L,S7A,45.3161,-72.6501
943 Ann Drive,Georgetown,ON,L7G,G4B,43.644,-79.8787
342 Ketch Harbour Court,Mercier,QC,J6R,M7H,45.3063,-73.748
8821 Dunbar Ave,Smiths Falls,ON,K7A,S7E,44.8995,-76.021
46 Piper Dr,Barrhead,AB,T7N,C0S,54.1136,-114.3932
7371 South Meadow Rd,King City,ON,L7B,E6R,43.9327,-79.5104
898 Logan Street,Tillsonburg,ON,N4G,K0X,42.8806,-80.7527
67 Fieldstone Ave,Merritt,BC,V1K,P1Y,50.1076,-120.7755
755 Queen Dr,Moores Mills,NB,E5A,P8T,45.2441,-66.9929
8332 Aspen Street,Stanley,NB,E6B,T2R,46.2324,-66.6683
15 Walnutwood Dr,Truro,NS,B2N,A8R,45.3486,-63.3029
537 White St,Huntsville,ON,P1H,S0S,45.3272,-79.2151
35 Nicolls Street,Bromont,QC,J2L,C3S,45.3161,-72.6501
11 Bohemia St,Redwood Meadows,AB,T3Z,X1L,50.9821,-114.5178
197 Lincoln St,Hanover,ON,N4N,P0B,44.1385,-81.0237
43 Piper Dr,Paradise,LB,A1L,R1H,47.5363,-52.8389
281 Grant Rd,Huntsville,ON,P1H,L7R,45.3272,-79.2151
92 Fifth Ave,Swift Current,SK,S9H,G4H,50.2875,-107.8113
793 South Kingston Ave,Gander,LB,A1V,E0J,48.9632,-54.6169
8703 Johnson Ave,Athabasca,AB,T9S,A4H,54.7139,-113.2942
14 Grandrose Court,Holland Landing,ON,L9N,C7G,44.1315,-79.4823
31 E Surrey Street,Beresford,NB,E8K,G1X,47.6736,-65.6795
7584 Lakewood Dr,Lloydminster,SK,T9V,T9N,53.2786,-110.0233
7576 Southampton Ave,Athabasca,AB,T9S,S8H,54.7139,-113.2942
7506 W Thomas Dr,White Rock,BC,V4B,J7G,49.0268,-122.8369
8612 Greystone Street,Greely,ON,K4P,N8T,45.258,-75.5762
69 Lakewood Dr,Blackville,NB,E9B,V2J,46.7772,-65.8638
18 SE Jennings Ave,Bolton,ON,L7E,P1A,43.8628,-79.7147
810 New Circle,Lindsay,ON,K9V,R0T,44.3512,-78.7192
234 Magnolia St,Tecumseh Outskirts,ON,N8N,C1Y,42.3326,-82.8926
984 Riverside Drive,Manotick,ON,K4M,Y2T,45.2289,-75.6817
56 Helen Drive,Kingsclear,NB,E3E,E2H,45.8134,-66.932
71 Water St,Black Lake,QC,G6H,J8H,46.0654,-71.356
41 Mayflower Ave,Hartland,NB,E7P,T8B,46.3709,-67.445
52 Theatre St,Simcoe,ON,N3Y,J8L,42.8126,-80.3091
256 Ann Dr,Smiths Creek,NB,E4G,P7X,45.9078,-65.5334
32 West St,Hillsborough,NB,E4H,G1M,45.9078,-64.8245
8727 Brickell Street,Petawawa,ON,K8H,R1K,45.9151,-77.2754
732 SE Pine Ave,Penticton,BC,V2A,N9R,49.5031,-119.5905
7443 Manor Drive,Elmira,ON,N3B,E1A,43.5852,-80.5662
9367 Nicolls St,Orillia,ON,L3V,C8K,44.6039,-79.4126
9607 Front Ave,Stony Plain,AB,T7Z,P6N,53.5202,-114.0135
97 Indian Summer Court,Antigonish,NS,B2G,L2L,45.6243,-61.9996
991 Tailwater Drive,La Plaine,QC,J7M,T5E,45.7915,-73.7559
7667 Hawthorne Ave,Marieville,QC,J3M,E4E,45.4355,-73.1738
9065 Proctor St,Lacombe,AB,T4L,Y2K,52.36,-114.3736
9521 6th Street,Terrace,BC,V8G,Y5H,54.5058,-128.5823
711 Iroquois Ave,Delhi,ON,N4B,Y7A,42.824,-80.4811
457 N Hillside Dr,Cranbrook,BC,V1C,C5N,49.512,-115.7703
9475 Aspen Ave,Plaster Rock,NB,E7G,S6X,46.9097,-67.3971
511 Brook Court,Russell,ON,K4R,T9G,45.2573,-75.3675
8279 Fairview Drive,Ville Émard,QC,H4E,G4L,45.468,-73.5863
675 Lake St,Quispamsis,NB,E2G,B1J,45.4397,-65.9392
7 Wellington Drive,Duncan,BC,V9L,A2T,48.7768,-123.7077
499 Mayfair Ave,Albanel,QC,G8M,P6X,48.8892,-72.1938
8015 S Monroe St,Tantallon,NS,B3Z,K4M,44.5539,-63.8307
25 Vernon Ave,Perth,ON,K7H,R3L,44.902,-76.2457
65 East State St,Fort Frances,ON,P9A,H9L,48.6075,-93.3869
957 North Third Ave,Grand Falls,LB,A2A,A6A,48.9249,-55.6493
150B Fulton Lane,St. Andrews,NB,E5B,P2A,45.0732,-67.0428
99 Princeton Avenue,Sturgeon Falls,ON,P2B,V8G,46.3664,-79.9178
8916 Bay Avenue,Bath,NB,E7J,H3B,46.5082,-67.5871
23 County Ave,Russell,ON,K4R,H1V,45.2573,-75.3675
8340 Arcadia Dr,Kingston,NB,E5S,G7Y,45.3571,-66.0858
8897C Wellington Circle,Parksville,BC,V9P,J2A,49.3233,-124.3227
8372 Cedar St,Beaumont,AB,T4X,X0L,53.3571,-113.4129
9880 Sherwood Rd,Gagetown,NB,E5M,T8E,45.6287,-66.1751
7297 East Briarwood St,Caraquet,NB,E1W,L1L,47.7624,-65.0324
8155 Alderwood Street,Amqui,QC,G5J,G0V,48.4584,-67.4333
9 Bank Road,Old Montreal,QC,H2Y,R2K,45.508,-73.554
553 Sunset Road,Uxbridge,ON,L9P,X2R,44.1065,-79.1427
7896 Plumb Branch Court,Kedgwick,NB,E8B,J2X,47.6454,-67.3437
86 Willow Drive,Sturgeon Falls,ON,P2B,M7T,46.3664,-79.9178
360 Pumpkin Hill St,Deer Lake,LB,A8A,S1P,49.1778,-57.413
5 Galvin St,High River,AB,T1V,C8E,50.5775,-113.8747
9030 Trusel Dr,Brockville,ON,K6V,P4S,44.5906,-75.6808
31 N Cedar Dr,Port Morien,NS,B1B,E7G,46.1365,-59.8717
760 Highland St,L'Assomption,QC,J5W,G2H,45.8313,-73.4233
9974 Bald Hill Ave,Port Perry,ON,L9L,X4B,44.0905,-78.9479
5 East Lakeview Street,Delson,QC,J5B,N8C,45.4024,-73.5376
520 NW Pine St,Huntsville,ON,P1H,T9N,45.3272,-79.2151
158 Marsh St,Tillsonburg,ON,N4G,S1X,42.8806,-80.7527
7498 Depot Drive,Kingston,ON,E5S,E9T,45.3571,-66.0858
451 Bay Dr,Louisbourg,NS,B1C,R5G,46.2152,-60.2452
7 Old Smith Road,Coaldale,AB,T1M,T9T,49.7285,-112.6146
8011 S High Street,Strathmore,AB,T1P,Y9N,51.0459,-113.3967
383 South Linda St,Amos,QC,J9T,J1G,48.5837,-78.1002
8876 Gulf Dr,Duncan,BC,V9L,J7X,48.7768,-123.7077
9385 Iroquois Drive,Fort Saskatchewan,AB,T8L,L3V,53.6916,-113.2286
17 Bradford Ave,Carleton Place,ON,K7C,Y6V,45.135,-76.1313
703 Oak Meadow St,Kitimat,BC,V8C,R7K,54.0662,-128.6508
70 Carson Rd,Metchosin,BC,V9C,Y6M,48.4544,-123.458
937 San Pablo St,Lavaltrie,QC,J5T,M2V,45.905,-73.2594
114 School Drive,Holland Landing,ON,L9N,J1R,44.1315,-79.4823
314 High Noon Ave,Bromont,QC,J2L,R2A,45.3161,-72.6501
9285 Catherine Ave,Swift Current,SK,S9H,B1J,50.2875,-107.8113
8552 George Street,Stephenville,LB,A2N,G4M,48.5656,-58.6
9281 Elizabeth Ave,Cochrane,AB,T4C,V8H,51.1896,-114.4774
78 North Rockaway St,Langley City,BC,V3A,J0R,49.0764,-122.6797
49 W Gulf Street,Lepreau,NB,E5J,V6J,45.2116,-66.3491
59 Broad St,Caledonia,ON,N3W,J6H,43.0776,-79.9639
8351 Rose Street,Elliot Lake,ON,P5A,C1E,46.372,-82.6721
99 Manhattan Street,Trail,BC,V1R,J6B,49.1135,-117.716
549 Atlantic Street,Whitecourt,AB,T7S,Y6B,54.1407,-115.6873
2 Theatre Lane,Louisbourg,NS,B1C,B4X,46.2152,-60.2452
9507 Pennsylvania St,Campbellton,NB,E3N,G2X,48.0091,-66.6707
7071 Magnolia Avenue,Bolton,ON,L7E,M7L,43.8628,-79.7147
9045 Schoolhouse Ave,Matane,QC,G4W,R8G,48.8526,-67.518
10 Creek St,Deer Lake,LB,A8A,G3R,49.1778,-57.413
98 Tallwood St,Canmore,AB,T1W,G7C,51.0868,-115.3384
1 Pearl Ave,Castlegar,BC,V1N,K8E,49.3298,-117.6607
217 Sycamore St,Port Alberni,BC,V9Y,E4J,49.2197,-124.8101
383 High Dr,Beauharnois,QC,J6N,E1T,45.3577,-73.7851
7603 Purple Finch St,Thompson,MB,R8N,N8G,55.7428,-97.8779
72 N Summit Rd,Redwood Meadows,AB,T3Z,C1L,50.9821,-114.5178
786 Market Street,Barrhead,AB,T7N,R8N,54.1136,-114.3932
96 W Santa Clara Dr,Parry Sound,ON,P2A,J9L,45.3405,-80.0365
669 N Alton Street,Gaspé,QC,G4X,X8X,48.8319,-64.4813
9535 Center St,Hawkesbury,ON,K6A,A4V,45.6101,-74.6085
9739 Lakeview Street,Chelsea,QC,J9B,M8S,45.4039,-75.826
550 Adams Road,Bathurst,NB,E2A,P2A,47.6605,-65.6414
8515 Branch Ave,Meadow Lake,SK,S9X,L2V,54.132,-108.4314
8631 Old Tunnel Street,Barrhead,AB,T7N,M7G,54.1136,-114.3932
396 Clark Street,Wolfville,NS,B4P,R0E,45.0917,-64.3599
624 West Pacific St,Marieville,QC,J3M,B4V,45.4355,-73.1738
7287 James Ave,Trail,BC,V1R,N9V,49.1135,-117.716
768 Leatherwood Lane,Grand Manan Island,NB,E5G,G9B,44.6586,-66.8625
9 Walt Whitman St,Innisfail,AB,T4G,E7A,52.029,-113.9474
35 Carpenter Dr,Beresford,NB,E8K,X5B,47.6736,-65.6795
510 Old Bank St,Strathroy,ON,N7G,H2X,42.9625,-81.6081
121 Goldfield Ave,Port Hawkesbury,NS,B9A,H3B,45.612,-61.3486
74 High Ridge St,Russell,ON,K4R,N8B,45.2573,-75.3675
594 Mill St,Donnacona,QC,G3M,X2S,46.6725,-71.7368
7883 NW Broad Lane,Esquimalt,BC,V9A,G3E,48.449,-123.3842
69 W Indian Spring St,Paquetville,NB,E8R,V0L,47.7443,-64.7222
8933 Southampton St,Manotick,ON,K4M,R2T,45.2289,-75.6817
745 Windfall St,Old Montreal,QC,H2Y,L5M,45.508,-73.554
7377 Meadow Drive,Lacombe,AB,T4L,H5J,52.36,-114.3736
9049 Lower River St,Camrose,AB,T4V,M7G,53.0204,-112.8129
7037 Glen Creek Dr,Boucherville,QC,J4B,A9H,45.5685,-73.423
8762 Berkshire Drive,Red Bank,NB,E9E,R9S,46.9795,-65.6715
633 Carson Drive,Beauceville,QC,G5X,N2E,46.2093,-70.7788
8609 North Coffee Ave,Degelis,QC,G5T,E2J,47.5521,-68.6441
3 North Gates Lane,The Pas,MB,R9A,E2T,53.8228,-101.2356
865 Peg Shop Drive,Caraquet,NB,E1W,K6V,47.7624,-65.0324
8865 Poor House St,Lamèque,NB,E8T,R3J,47.792,-64.652
8828 Fawn Court,Cartier,MB,R4K,P0R,49.8298,-97.7549
76 Morris Ave,Hampton,NB,E5N,E4X,45.5263,-65.8155
18 Country St,Maniwaki,QC,J9E,N4A,46.3741,-75.9823
84 South Honey Creek St,Sturgeon Falls,ON,P2B,J9R,46.3664,-79.9178
7316 Liberty Ave,Quesnel,BC,V2J,G9C,52.9692,-122.5057
121 South Green Avenue,Eskasoni,NS,B1W,N8N,45.9245,-60.6449
701 Beacon Court,Steinbach,MB,R5G,C7Y,49.5264,-96.6867
489 Courtland Road,Edson,AB,T7E,P7A,53.5908,-116.4104
8409 Middle River St,Boucherville,QC,J4B,V5J,45.5685,-73.423
7381 Crescent Ave,Mercier,QC,J6R,P6L,45.3063,-73.748
41 San Juan Lane,Cranbrook,BC,V1C,A4M,49.512,-115.7703
